0.00,00000.00
1.12,02480.00
1.19,00000.00
2.38,02169.00
4.75,02155.25
4.78,00000.00
7.16,02178.50
7.17,00000.00
8.34,02182.00
9.55,02170.25
10.77,02223.00
11.88,02371.25
13.16,02223.00
15.50,02253.50
15.55,00000.00
16.73,02224.25
17.78,02238.25
18.94,02425.25
20.14,02387.00
21.39,02224.50
23.91,00000.00
25.11,00000.00
26.06,02686.25
26.30,00000.00
28.70,00000.00
29.89,00000.00
31.09,00000.00
32.28,00000.00
33.48,00000.00
34.67,00000.00
35.88,00000.00
37.06,00000.00
38.27,00000.00
39.45,00000.00
40.66,00000.00
41.86,00000.00
43.05,00000.00
44.25,00000.00
45.44,00000.00
46.30,03336.25
46.64,00000.00
47.47,03338.50
48.69,03339.00
49.86,03407.00
51.05,03490.50
52.27,03450.50
53.44,03410.50
54.66,03350.50
55.84,03442.25
57.03,03528.75
58.19,03570.75
59.42,03527.00
60.59,03491.75
61.81,03448.25
63.02,03415.00
64.22,03378.50
65.48,03295.50
66.69,03260.00
67.89,03238.00
69.11,03188.50
70.31,03180.50
71.47,03169.75
72.69,03112.25
73.89,03107.00
75.08,03054.25
76.31,03046.25
77.52,03003.00
78.72,02996.75
79.89,02971.50
81.11,02970.50
82.28,02947.75
83.50,02941.25
84.70,02939.50
85.89,02937.50
87.11,02917.50
88.30,02916.00
89.55,02911.00
90.75,02895.25
91.95,02897.25
93.16,02872.25
94.36,02896.75
95.55,02891.50
96.78,02873.00
97.97,02894.25
99.16,02915.50
100.36,02914.25
101.56,02916.75
102.77,02923.00
103.97,02942.00
105.16,02944.25
106.36,02953.25
107.55,02992.50
108.77,02998.50
109.94,03023.25
111.16,03048.50
112.34,03057.25
114.81,00000.00
116.00,00000.00
117.20,00000.00
118.16,03214.50
118.39,00000.00
119.38,03245.75
120.56,03280.50
121.73,03290.75
122.95,03353.25
124.12,03409.75
125.31,03448.25
126.48,03488.75
127.69,03503.75
128.86,03570.75
130.08,03532.00
131.28,03524.50
132.45,03566.25
133.64,03791.75
134.83,03874.75
136.00,03962.50
137.25,04065.50
138.44,04084.50
139.62,04232.00
140.83,04294.50
142.00,04364.75
144.70,00000.00
145.91,00000.00
147.11,00000.00
149.50,00000.00
150.61,02600.00
150.69,00000.00
151.83,02541.25
153.02,02518.75
154.20,02482.00
154.73,00147.00
156.67,00000.00
157.86,00000.00
159.06,00000.00
160.27,00000.00
161.45,00000.00
162.50,02368.75
162.66,00000.00
163.70,02309.00
164.94,02108.25
167.44,00000.00
168.48,02245.50
168.62,00000.00
169.70,02228.50
170.89,02212.00
173.42,00000.00
174.61,00000.00
175.81,00000.00
177.00,00000.00
178.20,00000.00
184.17,00000.00
185.38,00000.00
185.66,00148.25
186.56,00000.00
186.86,00153.00
187.70,02178.75
187.77,00000.00
188.05,00153.75
188.91,02170.75
189.23,00154.00
190.11,02140.75
192.55,00000.00
193.75,00000.00
194.94,00000.00
196.05,02227.25
196.14,00000.00
197.23,02217.75
198.45,02225.50
199.66,02234.75
200.84,02260.75
202.02,02265.75
203.23,02290.75
204.41,02294.50
205.61,02311.00
206.81,02343.25
208.00,02359.75
209.20,02380.50
210.41,02412.25
211.58,02444.50
212.80,02452.50
213.98,02497.75
215.19,02520.25
216.38,02532.75
217.58,02587.00
218.78,02609.50
219.94,02670.50
221.14,02698.75
222.33,02745.00
223.50,02786.50
224.72,02837.25
225.88,02889.00
227.08,02940.00
228.28,02999.00
229.45,03078.75
230.62,03142.25
231.83,03218.00
233.06,03288.50
234.23,03412.75
235.44,03485.00
236.64,03538.00
237.80,03690.75
239.00,03814.75
240.19,03916.25
241.36,04021.00
242.58,04131.25
243.75,04297.25
244.94,04479.25
246.12,04615.00
247.33,04904.00
248.50,04984.25
250.89,05063.25
251.16,00000.00
253.31,04905.25
253.55,00000.00
254.50,04830.00
255.69,04827.75
256.97,04820.50
259.38,05067.00
259.53,00000.00
260.56,05056.75
261.78,05051.50
262.97,04974.25
264.17,04979.25
265.38,04974.25
266.58,04974.25
267.78,04969.25
268.98,04971.75
270.17,04901.75
271.38,04903.00
272.59,04900.50
273.80,04837.00
275.00,04905.25
276.19,05063.25
277.39,04983.00
278.62,04542.00
279.83,04480.25
280.97,05063.25
282.17,04983.00
283.41,04545.00
284.59,04545.00
285.77,05063.25
288.23,00000.00
289.41,04616.00
289.42,00000.00
291.81,00000.00
293.02,00000.00
294.17,04826.50
294.22,00000.00
295.39,04828.75
296.56,04903.00
297.78,04905.25
298.98,04906.50
300.17,04981.75
302.58,00000.00
302.58,04680.50
303.78,04613.00
304.94,04477.25
306.16,04187.25
308.56,00000.00
309.77,00000.00
309.77,03918.50
310.97,03914.75
312.20,03647.25
313.39,03648.00
315.73,00000.00
315.83,03339.50
317.03,03267.25
318.23,03238.00
320.53,00000.00
320.67,03076.75
322.92,00000.00
323.06,02962.75
324.25,02964.50
325.45,02943.00
327.70,00000.00
327.88,02780.00
329.00,02737.00
330.19,02739.25
331.38,02760.00
333.69,00000.00
333.77,02679.75
335.02,02644.75
336.19,02626.75
337.38,02589.75
338.56,02562.50
339.80,02543.50
340.95,02519.75
342.19,02499.50
343.38,02482.50
344.56,02461.25
345.78,02443.75
346.97,02427.75
348.19,02415.50
349.38,02398.50
350.53,02386.50
351.73,02441.50
352.95,02498.75
355.20,00000.00
356.41,00000.00
357.59,00000.00
358.80,00000.00
